ID,TITULO,INFOS,VALOR,LOCAL,DATA_ANUNCIO,LINK,DATA_COLETA_METADADOS
994802989,Mobi 2022- 5.200 KM,76.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 179.800,Mafra -  SC,"Hoje, 11:32",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/amarok-2-0-highline-4x4-at-baixa-quilometragem-994802989,2022-06-23
977224155,VW Polo MCA 1.0 3cc Flex 2021 Completo,72.515 km  |  Câmbio: Manual  |  Flex  |  ,R$ 62.200,Petrópolis -  RJ,"Hoje, 11:32",https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-ltz-1-4-2017-977224155,2022-06-23
1047185961,FIESTA SE 1.0 COMPLETO 2014 PERICIADO APROVADO PEGO MOTO E CARRO NA TROCA ,101.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 220.000,Ji-Paraná -  RO,"Hoje, 11:32",https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-2020-diesel-4x4-automatica-com-body-kit-da-raptor-1047185961,2022-06-23
1041737863,Saveiro ,141.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 35.000,Brasília -  DF,"Hoje, 11:32",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-saveiro-1041737863,2022-06-23
1047178071,Fiat Mobi LIke 2019,101.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 240.000,Ji-Paraná -  RO,"Hoje, 11:32",https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-srv-automatica-4x4-diesel-2019-novissima-1047178071,2022-06-23
1005150466,Kwid Zen 1.0,159.632 km  |  Câmbio: Manual  |  Flex  |  ,R$ 44.900,Curitiba -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0m-1-0-m-2014-1005150466,2022-06-23
1023586624,Fit LX 2015,49.560 km  |  Câmbio: Automático  |  Flex  |  ,R$ 82.900,Curitiba -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/oroch-dyn-automatica-entrada-1799-1023586624,2022-06-23
1048735994,FORD ECOSPORT STORM  TOP IPVA 22,115.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 58.000,Carmo do Paranaíba -  MG,"Hoje, 11:32",https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/citroen-c4-lounge-tendance-2-0-1048735994,2022-06-23
1048735990,Ecosport Freestyle 2012 ,5.200 km  |  Câmbio: Manual  |  Flex  |  ,R$ 62.900,João Pessoa -  PB,"Hoje, 11:32",https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/mobi-2022-5-200-km-1048735990,2022-06-23
1043212869,"CIVIC 2021/2021 EXL 2.0, ÚNICO DONO, 3 MIL KM, IMPECÁVEL !!!",35.222 km  |  Câmbio: Manual  |  Flex  |  ,R$ 74.900,Manaus -  AM,"Hoje, 11:32",https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/vw-polo-mca-1-0-3cc-flex-2021-completo-1043212869,2022-06-23
1043710906,Vectra Gt 2.0 Manual 2010 - Entrada + 899 * Top,100.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 34.900,Taubaté -  SP,"Hoje, 11:32",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/fiesta-se-1-0-completo-2014-periciado-aprovado-pego-moto-e-carro-na-troca-1043710906,2022-06-23
1048735971,"Ford Fiesta 2006 Sedan 1.6 Completo , Financio, Aceito troca",200.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 20.958,Guaraniaçu -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-foz-do-iguacu-e-cascavel/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1048735971,2022-06-23
1043079307,Saveiro Cs 1.6,67.776 km  |  Câmbio: Manual  |  Flex  |  ,R$ 47.900,Manaus -  AM,"Hoje, 11:32",https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-like-2019-1043079307,2022-06-23
1040660583,Ka Se 1.0 2016/2017,39.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 56.900,Mogi Mirim -  SP,"Hoje, 11:32",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-1-0-1040660583,2022-06-23
1048735944,Fiat Palio Elx Dualogic 2010,71.000 km  |  Câmbio: Manual  |  ,R$ 58.900,Belém -  PA,"Hoje, 11:32",https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-2015-1048735944,2022-06-23
1048735947,"Vendo Ka Trail 1.5,completo,sò com 23 mil km rodados",50.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 93.900,Belo Horizonte -  MG,"Hoje, 11:32",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-storm-top-ipva-22-1048735947,2022-06-23
1048735932,Hb20 comfort 1.0 2015 ,135.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 41.900,Curitiba -  PR,"Hoje, 11:31",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/ecosport-freestyle-2012-1048735932,2022-06-23
1048735918,Peugeot 308 Active Branco 2013,3.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 147.900,Aracaju -  SE,"Hoje, 11:31",https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/civic-2021-2021-exl-2-0-unico-dono-3-mil-km-impecavel-1048735918,2022-06-23
1038138056,Sandero Life10 Mt 2020,129.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 35.900,Curitiba -  PR,"Hoje, 11:31",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/vectra-gt-2-0-manual-2010-entrada-899-top-1038138056,2022-06-23
1048735905,FIAT UNO VIVACE 1.0 2015,129.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 22.900,Brasília -  DF,"Hoje, 11:31",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-2006-sedan-1-6-completo-financio-aceito-troca-1048735905,2022-06-23
1045516924,FOX TRAND 1.6 COMPLETO,114.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 36.900,Estância Velha -  RS,"Hoje, 11:32",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/focus-sedan-1-6-2011-top-baixo-legalizado-1045516924,2022-06-23
1040186110,Fit LX 1.4 Automático 2013,108.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 36.900,João Pessoa -  PB,"Hoje, 11:32",https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/vdo-troco-sentra-sl-2011-top-de-linha-ipva-2022-pg-1040186110,2022-06-23
1024249889,Hb20X 2015 1.6 1 mil de entrada Aércio veículos cnk,28.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 77.990,Brasília -  DF,"Hoje, 11:32",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20s-evolution-1-0-turbo-2020-top-1024249889,2022-06-23
1043920176,Cobalt ltz 1.4 8v flex 4p manual 2015 ,148.000 km  |  Flex  |  ,R$ 53.900,Campinas -  SP,"Hoje, 11:32",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-cabine-dupla-10-gnv-5-geracao-1043920176,2022-06-23
1048736254,Golf GTI 2015,79.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 40.900,Uberlândia -  MG,"Hoje, 11:32",https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fox-trand-1-6-completo-1048736254,2022-06-23
1048736228,Brasília 1600 76 RESTAURADA ,92.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 46.900,Palmas -  TO,"Hoje, 11:32",https://to.olx.com.br/tocantins/autos-e-pecas/carros-vans-e-utilitarios/fit-lx-1-4-automatico-2013-1048736228,2022-06-23
1048736213,Mercedes Benz Ml 350 2015 3.0 Bluetec Sport Diesel Automatica ,78.558 km  |  Câmbio: Manual  |  Flex  |  ,R$ 48.900,Belém -  PA,"Hoje, 11:32",https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20x-2015-1-6-1-mil-de-entrada-aercio-veiculos-cnk-1048736213,2022-06-23
1048736189,Amarok V6 highline 3.0 4x4 2018 Diesel ,42.294 km  |  ,R$ 25.990,São Paulo -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ltz-1-4-8v-flex-4p-manual-2015-1048736189,2022-06-23
1048736194,Ix35 2016/2017 2.0 MPFI Flex Automático 2 dono,107.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 137.900,Chapecó -  SC,"Hoje, 11:32",https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/golf-gti-2015-1048736194,2022-06-23
1048736139,Strada Adventure Cabine Dupla Ùnico Dono KM60.000,500 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 24.790,Blumenau -  SC,"Hoje, 11:32",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/brasilia-1600-76-restaurada-1048736139,2022-06-23
1048736104,Ka Se 2019 /81.97334.5030 Tamirys,66.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 229.900,São Paulo -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-ml-350-2015-3-0-bluetec-sport-diesel-automatica-1048736104,2022-06-23
1048736107,JETTA 2018/2019 1.4 250 TSI TOTAL FLEX TIPTRONIC,85.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 225.000,Siqueira Campos -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/amarok-v6-highline-3-0-4x4-2018-diesel-1048736107,2022-06-23
1046012048,SANDERO 2019/2020 1.6 16V SCE FLEX STEPWAY ZEN MANUAL,88.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 97.900,São José do Rio Preto -  SP,"Hoje, 11:32",https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/ix35-2016-2017-2-0-mpfi-flex-automatico-2-dono-1046012048,2022-06-23
1045239358,CRUZE 2019/2020 1.4 TURBO FLEX PREMIER AUTOMÁTICO,60.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 63.900,Belo Horizonte -  MG,"Hoje, 11:32",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/strada-adventure-cabine-dupla-nico-dono-km60-000-1045239358,2022-06-23
1045351035,Super Oferta Ford Ka (2018)!!! Oportunidade Única!!!!!,45.800 km  |  Câmbio: Manual  |  Flex  |  ,R$ 51.990,Recife -  PE,"Hoje, 11:32",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/ka-se-2019-81-97334-5030-tamirys-1045351035,2022-06-23
1025774829,FIAT MOBI 1.0 8V EVO FLEX LIKE. MANUAL,53.274 km  |  Câmbio: Automático  |  Flex  |  ,R$ 113.900,Niterói -  RJ,"Hoje, 11:32",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jetta-2018-2019-1-4-250-tsi-total-flex-tiptronic-1025774829,2022-06-23
1028714315,hb20 sedan  completo+ gnv+ garantia permanente  e seguro de 1 ano*,57.700 km  |  Câmbio: Manual  |  Flex  |  ,R$ 64.990,Niterói -  RJ,"Hoje, 11:32",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-zen-manual-1028714315,2022-06-23
1041235172,Volkswagen Gol 2020 1.6 msi totalflex 4p manual,44.697 km  |  Câmbio: Automático  |  Flex  |  ,R$ 129.990,Campinas -  SP,"Hoje, 11:32",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/cruze-2019-2020-1-4-turbo-flex-premier-automatico-1041235172,2022-06-23
1001384789,TORO 2020/2021 2.0 16V TURBO DIESEL VOLCANO 4WD AT9,999 km  |  Câmbio: Manual  |  Flex  |  ,,São José dos Campos -  SP,"Hoje, 11:32",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/super-oferta-ford-ka-2018--oportunidade-unica--1001384789,2022-06-23
910350369,Fiat Argo Drive 1.0,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 62.740,Jaboatão dos Guararapes -  PE,"Hoje, 11:32",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-1-0-8v-evo-flex-like-manual-910350369,2022-06-23
991439222,CHEVROLET ONIX 1.0 TURBO FLEX LTZ MANUAL,57.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 39.700,Rio de Janeiro -  RJ,"Hoje, 11:32",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-completo-gnv-garantia-permanente-e-seguro-de-1-ano-991439222,2022-06-23
1036624129,Peugeot 206 PRESENSE1.4 8V. 4P,33.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 57.900,São Paulo -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-2020-1-6-msi-totalflex-4p-manual-1036624129,2022-06-23
1033565465,ONIX 2019/2019 1.0 MPFI JOY 8V FLEX 4P MANUAL,40.800 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 181.900,Criciúma -  SC,"Hoje, 11:32",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toro-2020-2021-2-0-16v-turbo-diesel-volcano-4wd-at9-1033565465,2022-06-23
897007091,RENAULT CAPTUR INTENSE 2.0 16V 5p AUT 2017,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 75.999,Fortaleza -  CE,"Hoje, 11:32",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-drive-1-0-897007091,2022-06-23
1045450058,Bmw x5 4.4 m v8 32v Bi-turbo,38.500 km  |  Câmbio: Manual  |  Flex  |  ,R$ 84.900,Encantado -  RS,"Hoje, 11:32",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-turbo-flex-ltz-manual-1045450058,2022-06-23
1045482374,Polo Sedan 1.6 - Carro muito bem cuidado - pronto pro uso,90.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 19.950,Porto Alegre -  RS,"Hoje, 11:32",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-206-presense1-4-8v-4p-1045482374,2022-06-23
991869647,Chery QQ 1.0 Look 2018,50.452 km  |  Câmbio: Manual  |  Flex  |  ,R$ 53.900,Criciúma -  SC,"Hoje, 11:32",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2019-1-0-mpfi-joy-8v-flex-4p-manual-991869647,2022-06-23
997045323,Marielvo côvados da Silva ,22.376 km  |  Câmbio: Automático  |  Flex  |  ,R$ 89.900,Novo Hamburgo -  RS,"Hoje, 11:32",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-captur-intense-2-0-16v-5p-aut-2017-997045323,2022-06-23
1018903688,HB20s 2019 1.0 comfort plus,79.300 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 149.990,Rio do Sul -  SC,"Hoje, 11:32",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/bmw-x5-4-4-m-v8-32v-bi-turbo-1018903688,2022-06-23
1032473380,C3 2013/2014 1.5 TENDANCE 8V FLEX 4P MANUAL,130.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 17.900,São José -  SC,"Hoje, 11:32",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-sedan-1-6-carro-muito-bem-cuidado-pronto-pro-uso-1032473380,2022-06-23
1040697064,Honda Cr-v 2.0 AUTOMÁTICA 4P,53.923 km  |  Câmbio: Manual  |  Flex  |  ,R$ 37.990,Mogi das Cruzes -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chery-qq-1-0-look-2018-1040697064,2022-06-23
1048736033,Gm Celta 1.0 LT branco 2014,3.000 km  |  ,R$ 32.000,Bento Gonçalves -  RS,"Hoje, 11:32",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/marielvo-covados-da-silva-1048736033,2022-06-23
1002285901,MITSUBISHI ASX 2.0 16V 4x4 Flex Aut.,80.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 63.900,Ribeirão Preto -  SP,"Hoje, 11:32",https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2019-1-0-comfort-plus-1002285901,2022-06-23
1037519420,SPORTAGE 2017/2018 2.0 EX 4X2 16V FLEX 4P AUTOMÁTICO,106.730 km  |  Câmbio: Manual  |  Flex  |  ,R$ 43.900,Jundiaí -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-2013-2014-1-5-tendance-8v-flex-4p-manual-1037519420,2022-06-23
1021852163,hyundai i30  gls 2.0 16v (aut) gasolina automatico,108.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 83.950,Porto Alegre -  RS,"Hoje, 11:32",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-cr-v-2-0-automatica-4p-1021852163,2022-06-23
1048736029,FIAT GRAND SIENA 1.0 EVO FLEX MANUAL,70.000 km  |  Flex  |  ,R$ 27.690,São Paulo -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gm-celta-1-0-lt-branco-2014-1048736029,2022-06-23
1009977400,Logan expression 1.6 flex 2013 completo aceito troca,97.814 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 85.900,Manaus -  AM,"Hoje, 11:32",https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-asx-2-0-16v-4x4-flex-aut-1009977400,2022-06-23
960468562,Jeep Compass Longitude 2.0 2018,30.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 132.900,Campinas -  SP,"Hoje, 11:32",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/sportage-2017-2018-2-0-ex-4x2-16v-flex-4p-automatico-960468562,2022-06-23
1045033027,NISSAN FRONTIER 2.3 16V TURBO DIESEL ATTACK CD 4X4 AUTOMÁTICO,100.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 47.888,São Paulo -  SP,"Hoje, 11:32",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-i30-gls-2-0-16v-aut-gasolina-automatico-1045033027,2022-06-23
858410254,Vw / Golf 1.6 Mi 2002,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 63.900,Barreiras -  BA,"Hoje, 11:32",https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/fiat-grand-siena-1-0-evo-flex-manual-858410254,2022-06-23
1042838799,CITROEN C3 GLX 1.4 FLEX 2008,170.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 25.800,Joinville -  SC,"Hoje, 11:32",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/logan-expression-1-6-flex-2013-completo-aceito-troca-1042838799,2022-06-23
1045258267,Peugeot 2008 Crossway(2019) ,52.147 km  |  Câmbio: Automático  |  Flex  |  ,R$ 98.990,Rio de Janeiro -  RJ,"Hoje, 11:32",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2-0-2018-1045258267,2022-06-23
1040434495,Land Rover Range Sport HSE 5P,50.910 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 199.900,Varginha -  MG,"Hoje, 11:32",https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-2-3-16v-turbo-diesel-attack-cd-4x4-automatico-1040434495,2022-06-23
1048736025,VOLKSWAGEN NIVUS HIGHLINE 2021 ,203.278 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 24.900,Araucária -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/vw-golf-1-6-mi-2002-1048736025,2022-06-23
1042217688,Volkswagen Nivus Highline 2021 C/ 17.000 Km,140.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 20.990,Londrina -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-glx-1-4-flex-2008-1042217688,2022-06-23
1036664153,Fiesta Sedan 2009/10,11.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 80.900,Maringá -  PR,"Hoje, 11:32",https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/peugeot-2008-crossway-2019-1036664153,2022-06-23
1026131449,"Vendo Ka Trail 1.5,completo,sò com 23 mil km rodados",1 km  |  Câmbio: Manual  |  Flex  |  ,R$ 25.900,Brasília -  DF,"Hoje, 11:31",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-1-4-2013-completo-1026131449,2022-06-23
1038725354,Hb20 comfort 1.0 2015 ,111.200 km  |  Câmbio: Manual  |  Flex  |  ,R$ 51.500,Santo André -  SP,"Hoje, 11:31",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/strada-1-8-adventure-locker-cd-2013-1038725354,2022-06-23
1022576739,Peugeot 308 Active Branco 2013,42.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 110.000,Muriaé -  MG,"Hoje, 11:31",https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-1022576739,2022-06-23
1048735887,Sandero Life10 Mt 2020,23.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 48.000,Bagé -  RS,"Hoje, 11:31",https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/vendo-ka-trail-1-5-completo-s-com-23-mil-km-rodados-1048735887,2022-06-23
1048735888,FIAT UNO VIVACE 1.0 2015,92.500 km  |  Câmbio: Manual  |  Flex  |  ,R$ 43.900,Sumaré -  SP,"Hoje, 11:31",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-1-0-2015-1048735888,2022-06-23
