ID,TITULO,INFOS,VALOR,LOCAL,DATA_ANUNCIO,LINK,DATA_COLETA_METADADOS
1037221559,Saveiro Cross Cd 2017 km65.000 $84.900,214.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 56.000,Recife -  PE,"Hoje, 23:21",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/strada-2018-hardwork-1037221559,2022-06-22
1047006309,Chevrolet onix 1.0 Lt Mecanico unico dono,65.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 84.900,São Paulo -  SP,"Hoje, 23:20",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-cd-2017-km65-000-84-900-1047006309,2022-06-22
1023412632,Toro Volcano 2.0 Diesel 4x4  2019,14.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 112.900,São Paulo -  SP,"Hoje, 23:20",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/t-cross-2020-2021-1-0-200-tsi-total-flex-automatico-1023412632,2022-06-22
1044736551,208 Griffe 1.6 aut,95.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 60.500,Itu -  SP,"Hoje, 23:20",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-pajero-tr4-2-0-4x2-flex-aut-5p-1044736551,2022-06-22
1030006622,Saveiro Cross 1.6,98.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 31.900,Maceió -  AL,"Hoje, 23:20",https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/uno-vivace-celebration-13-14-oportunidade-1030006622,2022-06-22
1045562050,VIRTUS 2020/2021 1.0 200 TSI COMFORTLINE AUTOMÁTICO,79.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 119.000,Montes Claros -  MG,"Hoje, 23:20",https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/evoque-prestige-2013-branca-interior-caramelo-teto-panoramico-land-rover-dynamic-1045562050,2022-06-22
1040449459,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,55.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 56.900,São Paulo -  SP,"Hoje, 23:20",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-lt-mecanico-unico-dono-1040449459,2022-06-22
1037531683,FORD FIESTA 2013/2014 1.6 ROCAM SE 8V FLEX 4P MANUAL,41.857 km  |  Câmbio: Manual  |  Flex  |  ,R$ 178.900,Belo Horizonte -  MG,"Hoje, 23:20",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/troller-t4-3-2-diesel-xlt-4x4-1037531683,2022-06-22
1033416956,Tracker LTZ 1.4 Automático 2017,52.667 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 153.900,Santo André -  SP,"Hoje, 23:20",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2-0-diesel-4x4-2019-1033416956,2022-06-22
1017575959,Toyota Yaris 1.5 16V FLEX SEDAN XLS MULTIDRIVE,32.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 73.900,Caxias do Sul -  RS,"Hoje, 23:20",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/208-griffe-1-6-aut-1017575959,2022-06-22
1039162329,FORD KA 1.0 SE 12V 2018,177.159 km  |  Câmbio: Manual  |  Flex  |  ,R$ 80.990,Fortaleza -  CE,"Hoje, 23:20",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-1-6-1039162329,2022-06-22
1042893338,JEEP COMPASS SPORT,67.068 km  |  Câmbio: Manual  |  Flex  |  ,R$ 86.700,Presidente Prudente -  SP,"Hoje, 23:20",https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/virtus-2020-2021-1-0-200-tsi-comfortline-automatico-1042893338,2022-06-22
1033623958,VW Tl 1600 1971 - Placa Preta,31.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 191.900,Florianópolis -  SC,"Hoje, 23:20",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2-0-16v-4x4-tb-diesel-aut-1033623958,2022-06-22
1048514659,CHEVROLET S10 LS 2.8 TDI 4X4 CD 2019,137.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 39.900,Sumaré -  SP,"Hoje, 23:19",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-2013-2014-1-6-rocam-se-8v-flex-4p-manual-1048514659,2022-06-22
1030934982,Nissan March 2019 1.6 sv 16v flexstart 4p manual,64.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 91.900,Rio de Janeiro -  RJ,"Hoje, 23:19",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tracker-ltz-1-4-automatico-2017-1030934982,2022-06-22
1039431964,COROLLA 2019/2019 1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO,35.077 km  |  Câmbio: Automático  |  Flex  |  ,R$ 92.900,Salvador -  BA,"Hoje, 23:19",https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-1-5-16v-flex-sedan-xls-multidrive-1039431964,2022-06-22
1046960946,Mitsubishi ASX 4x4 2015,45.961 km  |  Câmbio: Manual  |  Flex  |  ,R$ 50.900,Santos -  SP,"Hoje, 23:19",https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-se-12v-2018-1046960946,2022-06-22
1034707130,Toro Freedom 2019,59.849 km  |  Câmbio: Automático  |  Flex  |  ,R$ 115.000,Feira de Santana -  BA,"Hoje, 23:19",https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-sport-1034707130,2022-06-22
1003284862,Voyagem 2010,37.130 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 49.900,Londrina -  PR,"Hoje, 23:19",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/vw-tl-1600-1971-placa-preta-1003284862,2022-06-22
1032285312,Evoque Dynamic Teto Panorâmico,300 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 154.000,Brasília -  DF,"Hoje, 23:19",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-ls-2-8-tdi-4x4-cd-2019-1032285312,2022-06-22
1046794479,ECOSPORT 2020/2020 2.0 DIRECT FLEX STORM 4WD AUTOMÁTICO,51.485 km  |  Câmbio: Manual  |  Flex  |  ,R$ 53.990,Santos -  SP,"Hoje, 23:19",https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-2019-1-6-sv-16v-flexstart-4p-manual-1046794479,2022-06-22
953148847,CITROEN C3 ATTRACTION  1.5 FLEX 8V 5P MEC 2016,56.200 km  |  Câmbio: Automático  |  Flex  |  ,R$ 99.880,Várzea Grande -  MT,"Hoje, 23:19",https://mt.olx.com.br/regiao-de-cuiaba/autos-e-pecas/carros-vans-e-utilitarios/corolla-2019-2019-1-8-gli-upper-16v-flex-4p-automatico-953148847,2022-06-22
1048514569,T-cross Highline 1.4 Turbo 2020 Com Teto Solar Apenas 25Mil Km ! Som Bts ,135.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 85.000,Guaraci -  PR,"Hoje, 23:19",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-asx-4x4-2015-1048514569,2022-06-22
1045865367,Compass Longitude,96.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 90.000,São Paulo -  SP,"Hoje, 23:19",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c-350-cgi-1045865367,2022-06-22
989383742,Uno Way ,79.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 45.900,Ribeirão Preto -  SP,"Hoje, 23:18",https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/uno-way-989383742,2022-06-22
937464494,Uno Way 1.0 2014 único dono completo,102.000 km  |  ,R$ 35.900,Pomerode -  SC,"Hoje, 23:18",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/uno-way-1-0-2014-unico-dono-completo-937464494,2022-06-22
1034742849,JEEP CHEROKEE 3.7 LIMITED 4X4 V6 12V GASOLINA 4P AUTOMÁTICO,102.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 68.900,Salvador -  BA,"Hoje, 23:18",https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/jeep-cherokee-3-7-limited-4x4-v6-12v-gasolina-4p-automatico-1034742849,2022-06-22
1046734013,RENEGADE 2020/2021 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO,53.378 km  |  Câmbio: Automático  |  Flex  |  ,R$ 98.380,Gravataí -  RS,"Hoje, 23:18",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renegade-2020-2021-1-8-16v-flex-longitude-4p-automatico-1046734013,2022-06-22
1022207827,HB20 1.6 2014,69 km  |  Câmbio: Manual  |  Flex  |  ,R$ 43.900,Fortaleza -  CE,"Hoje, 23:18",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-2014-1022207827,2022-06-22
1045878037,Honda Civic LXR 2.0 Flex Automático CVT 2016 impecável (Aceito trocas),59.600 km  |  Câmbio: Manual  |  Flex  |  ,R$ 48.000,Sorocaba -  SP,"Hoje, 23:18",https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/ka-2019-completo-1045878037,2022-06-22
1048514392,AMAROK 2013 DIESEL 4X4 MANUAL ,1 km  |  Câmbio: Automático  |  Flex  |  ,R$ 80.000,Cachoeiro de Itapemirim -  ES,"Hoje, 23:17",https://es.olx.com.br/sul-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-lxr-2-0-flex-automatico-cvt-2016-impecavel-aceito-trocas-1048514392,2022-06-22
1048514391,Chevrolet Prisma 1.4 LT SPE/4,145.000 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 104.900,Parobé -  RS,"Hoje, 23:17",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/amarok-2013-diesel-4x4-manual-1048514391,2022-06-22
1039754781,Strada Freedom 1.3 CS 2021 Muito Nova / Oportunidade ,80.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 51.900,Belo Horizonte -  MG,"Hoje, 23:17",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4-lt-spe-4-1039754781,2022-06-22
1039781328,Jac V260 2018 +AR 76.000 Barato D+,30.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 93.997,Recife -  PE,"Hoje, 23:17",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/strada-freedom-1-3-cs-2021-muito-nova-oportunidade-1039781328,2022-06-22
1021560197,jeep renegade 2016 longitude automatico 55.900 financiado+pequena entrada,165.000 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 76.000,São Paulo -  SP,"Hoje, 23:17",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jac-v260-2018-ar-76-000-barato-d-1021560197,2022-06-22
978042144,HYUNDAI HB20 1.0 TGDI FLEX EVOLUTION AUTOMÁTICO,69 km  |  Câmbio: Automático  |  Flex  |  ,R$ 55.900,Rio de Janeiro -  RJ,"Hoje, 23:17",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2016-longitude-automatico-55-900-financiado-pequena-entrada-978042144,2022-06-22
1037587159,VOLKSWAGEN SAVEIRO CD CROSS 2022,41.636 km  |  Câmbio: Automático  |  Flex  |  ,R$ 80.990,Brasília -  DF,"Hoje, 23:17",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-flex-evolution-automatico-1037587159,2022-06-22
1045906220,Polo Comfortline 200TSI - 2019/2020 ,9.225 km  |  Câmbio: Manual  |  Flex  |  ,R$ 118.900,Ponta Grossa -  PR,"Hoje, 23:17",https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-cd-cross-2022-1045906220,2022-06-22
943519501,Audi A1 Sportback Attraction 1.4 Turbo 122cv Automático 7 Velocidades Branco com Cinza,63.566 km  |  Câmbio: Automático  |  Flex  |  ,R$ 84.990,Brasília -  DF,"Hoje, 23:17",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-comfortline-200tsi-2019-2020-943519501,2022-06-22
1046180712,FIAT ARGO 1.0 FIREFLY FLEX MANUAL,85.209 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 86.000,Bento Gonçalves -  RS,"Hoje, 23:17",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/audi-a1-sportback-attraction-1-4-turbo-122cv-automatico-7-velocidades-branco-com-cinza-1046180712,2022-06-22
1018067659,FORD KA + 2018/2018 1.5 SIGMA FLEX SE MANUAL,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 73.990,Recife -  PE,"Hoje, 23:17",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-1-0-firefly-flex-manual-1018067659,2022-06-22
1005965640,Volkswagen Saveiro Cross 1.6 (Flex) (cab. estendida) 2011 - Completa - Muito Nova!,51.384 km  |  Câmbio: Manual  |  Flex  |  ,R$ 54.780,Rio de Janeiro -  RJ,"Hoje, 23:17",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2018-1-5-sigma-flex-se-manual-1005965640,2022-06-22
939914397,VOLKSWAGEN VIRTUS 1.0 200 TSI COMFORTLINE AUTOMÁTICO,202.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 46.989,Campinas -  SP,"Hoje, 23:17",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-cross-1-6-flex-cab-estendida-2011-completa-muito-nova-939914397,2022-06-22
1023859838,Hilux SR Diesel 4x4 automática 2018/2019,35.902 km  |  Câmbio: Automático  |  Flex  |  ,R$ 98.750,Recife -  PE,"Hoje, 23:17",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-virtus-1-0-200-tsi-comfortline-automatico-1023859838,2022-06-22
1009032068,Prisma 1.4 Lt Automático 2017,195.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 31.999,São Paulo -  SP,"Hoje, 23:17",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-ideia-essence-1-6-16v-1009032068,2022-06-22
1035611408,Toyota Yaris 2019 1.5 16v flex sedan xl multidrive,65.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 210.000,Ji-Paraná -  RO,"Hoje, 23:16",https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/hilux-sr-diesel-4x4-automatica-2018-2019-1035611408,2022-06-22
1003355235,Chevrolet Prisma 1.4 MPFI LT 8V FLEX 4P AUTOMATICO,102.000 km  |  Câmbio: Automático  |  Flex  |  ,,São José dos Campos -  SP,"Hoje, 23:16",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/prisma-1-4-lt-automatico-2017-1003355235,2022-06-22
1045279372,VIRTUS 2019/2020 1.0 200 TSI COMFORTLINE AUTOMÁTICO,47.160 km  |  Câmbio: Automático  |  Flex  |  ,R$ 82.990,Rio de Janeiro -  RJ,"Hoje, 23:16",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-2019-1-5-16v-flex-sedan-xl-multidrive-1045279372,2022-06-22
1040336981,FIAT STRADA 1.3 FIREFLY FLEX FREEDOM CS MANUAL,58.800 km  |  Câmbio: Automático  |  Flex  |  ,R$ 64.990,Fortaleza -  CE,"Hoje, 23:16",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4-mpfi-lt-8v-flex-4p-automatico-1040336981,2022-06-22
857029099,TOYOTA COROLLA Corolla 1.8 GLi Upper Multi-Drive (Flex),55.231 km  |  Câmbio: Automático  |  Flex  |  ,R$ 82.990,Rio das Ostras -  RJ,"Hoje, 23:16",https://rj.olx.com.br/norte-do-estado-do-rio/autos-e-pecas/carros-vans-e-utilitarios/virtus-2019-2020-1-0-200-tsi-comfortline-automatico-857029099,2022-06-22
1045315662,Ka Se 1.0 Ha 2017,35.503 km  |  Câmbio: Manual  |  Flex  |  ,R$ 93.790,Santo André -  SP,"Hoje, 23:16",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-3-firefly-flex-freedom-cs-manual-1045315662,2022-06-22
1001723722,COMPASS LONGITUDE 2.0 4x4 DIESEL AUTOMATICA 2018,36.905 km  |  Câmbio: Automático  |  Flex  |  ,R$ 103.990,Brasília -  DF,"Hoje, 23:16",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-corolla-1-8-gli-upper-multi-drive-flex-1001723722,2022-06-22
1015328802,Jeep Renegade Trailhawk 2.0 4x4 TB Diesel Aut,70.698 km  |  Câmbio: Manual  |  Flex  |  ,R$ 46.900,Rolante -  RS,"Hoje, 23:16",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ka-se-1-0-ha-2017-1015328802,2022-06-22
1046704990,ONIX 2018/2019 1.4 MPFI LTZ 8V FLEX 4P MANUAL,91.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 149.900,Maringá -  PR,"Hoje, 23:16",https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/compass-longitude-2-0-4x4-diesel-automatica-2018-1046704990,2022-06-22
995151841,JEEP COMPASS LONGITUDE DIESEL 2019,57.929 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 153.990,Natal -  RN,"Hoje, 23:16",https://rn.olx.com.br/rio-grande-do-norte/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-trailhawk-2-0-4x4-tb-diesel-aut-995151841,2022-06-22
1045449439,Chevrolet Cobalt Lt 1.4 2012/2012,41.882 km  |  Câmbio: Manual  |  Flex  |  ,R$ 71.500,Vitória da Conquista -  BA,"Hoje, 23:16",https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/onix-2018-2019-1-4-mpfi-ltz-8v-flex-4p-manual-1045449439,2022-06-22
1045750081,Gol G3 16V completo ,50.179 km  |  Câmbio: Automático  |  Flex  |  ,R$ 165.900,Niterói -  RJ,"Hoje, 23:16",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-diesel-2019-1045750081,2022-06-22
1048514230,HB20S,89.362 km  |  Câmbio: Manual  |  Flex  |  ,R$ 30.697,Fortaleza -  CE,"Hoje, 23:16",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cobalt-lt-1-4-2012-2012-1048514230,2022-06-22
1048514220,S10,187.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 12.000,Sarandi -  PR,"Hoje, 23:16",https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/gol-g3-16v-completo-1048514220,2022-06-22
1047009168,Palio 98 GNV Lindo Aceito Cartão ,130.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 37.900,Boa Vista -  RR,"Hoje, 23:16",https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/vendo-saveiro-1047009168,2022-06-22
982793460,Polo Tsi Highline 17/18,70.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 78.999,São Paulo -  SP,"Hoje, 23:16",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renegade-sport-2017-982793460,2022-06-22
1047007107,Corolla XEI ( 2015 ) R$: 84.900,73.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 32.300,São Paulo -  SP,"Hoje, 23:16",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cs-1-6-unico-dono-2013-1047007107,2022-06-22
